timestamp,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,label
1187400,-1.89,-0.41,-11.32,-0.04,0.17,-0.01,frisson_assis_bras_table
1187414,-1.46,-0.20,-11.93,0.02,0.11,-0.01,frisson_assis_bras_table
1187428,-1.87,-0.28,-11.00,0.06,0.06,0.00,frisson_assis_bras_table
1187442,-1.51,-0.46,-11.20,0.05,0.07,0.01,frisson_assis_bras_table
1187456,-1.65,-0.43,-11.33,0.07,0.02,0.02,frisson_assis_bras_table
1187470,-1.71,-0.38,-10.97,0.06,-0.02,0.02,frisson_assis_bras_table
1187484,-1.80,-0.51,-11.05,0.04,-0.03,0.02,frisson_assis_bras_table
1187498,-1.93,-0.28,-11.00,0.02,-0.02,0.02,frisson_assis_bras_table
1187512,-1.88,-0.54,-10.98,-0.00,-0.01,0.01,frisson_assis_bras_table
1187526,-1.92,-0.58,-10.94,-0.03,-0.05,0.00,frisson_assis_bras_table
1187540,-2.12,-0.53,-11.18,-0.04,-0.01,-0.01,frisson_assis_bras_table
1187554,-1.95,-0.53,-11.42,-0.02,0.07,-0.01,frisson_assis_bras_table
1187568,-1.62,-0.58,-11.06,-0.01,0.07,-0.01,frisson_assis_bras_table
1187582,-1.59,-0.41,-11.39,0.01,0.04,0.01,frisson_assis_bras_table
1187596,-1.71,-0.44,-11.35,0.03,0.01,0.01,frisson_assis_bras_table
1187610,-1.81,-0.46,-11.15,0.04,-0.02,0.02,frisson_assis_bras_table
1187624,-1.89,-0.46,-11.12,0.04,0.01,0.01,frisson_assis_bras_table
1187638,-2.12,-0.54,-10.99,0.04,0.08,0.01,frisson_assis_bras_table
1187652,-2.13,-0.53,-11.06,0.03,0.17,0.01,frisson_assis_bras_table
1187666,-1.99,-0.52,-11.03,0.02,0.22,-0.00,frisson_assis_bras_table
1187680,-2.05,-0.39,-11.16,0.01,0.24,-0.01,frisson_assis_bras_table
1187694,-2.36,-0.43,-11.07,0.02,0.34,-0.03,frisson_assis_bras_table
1187708,-2.08,-0.42,-11.28,0.02,0.43,-0.04,frisson_assis_bras_table
1187722,-1.54,-0.46,-11.23,0.02,0.44,-0.05,frisson_assis_bras_table
1187736,-1.44,-0.47,-11.29,0.03,0.37,-0.05,frisson_assis_bras_table
1187750,-1.16,-0.48,-11.35,0.03,0.27,-0.07,frisson_assis_bras_table
1187764,-1.06,-0.48,-11.22,0.03,0.10,-0.05,frisson_assis_bras_table
1187778,-0.91,-0.59,-11.07,0.02,-0.01,-0.03,frisson_assis_bras_table
1187792,-1.05,-0.58,-11.23,-0.00,-0.13,-0.01,frisson_assis_bras_table
1187806,-1.26,-0.55,-11.09,-0.03,-0.28,0.00,frisson_assis_bras_table
1187820,-1.75,-0.42,-11.17,-0.03,-0.25,0.01,frisson_assis_bras_table
1187834,-1.84,-0.50,-11.24,-0.01,-0.08,0.03,frisson_assis_bras_table
1187848,-1.89,-0.45,-11.24,-0.01,0.04,0.04,frisson_assis_bras_table
1187862,-1.94,-0.34,-11.32,-0.00,0.10,0.03,frisson_assis_bras_table
1187876,-1.79,-0.35,-11.41,0.02,0.09,-0.00,frisson_assis_bras_table
1187890,-1.66,-0.38,-11.22,0.03,0.04,-0.02,frisson_assis_bras_table
1187904,-1.73,-0.45,-11.20,0.04,0.02,-0.04,frisson_assis_bras_table
1187918,-1.72,-0.52,-11.12,0.04,0.02,-0.04,frisson_assis_bras_table
1187932,-1.64,-0.56,-11.08,0.02,0.03,-0.03,frisson_assis_bras_table
1187946,-1.43,-0.57,-11.12,0.01,0.02,-0.02,frisson_assis_bras_table
1187960,-1.41,-0.58,-11.13,-0.00,-0.02,-0.01,frisson_assis_bras_table
1187974,-1.33,-0.54,-11.22,-0.01,-0.06,0.01,frisson_assis_bras_table
1187988,-1.36,-0.57,-11.09,-0.02,-0.10,0.02,frisson_assis_bras_table
1188002,-1.64,-0.42,-11.25,-0.02,-0.12,0.03,frisson_assis_bras_table
