timestamp,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,label
5587281,-1.58,0.54,-11.25,-0.1,-0.06,0.17,repos
5587295,-1.52,0.6,-11.25,-0.09,-0.09,0.16,repos
5587309,-1.6,0.64,-11.3,-0.09,-0.11,0.15,repos
5587323,-1.57,0.67,-11.16,-0.08,-0.11,0.14,repos
5587337,-1.48,0.55,-11.2,-0.08,-0.11,0.13,repos
5587351,-1.56,0.39,-11.21,-0.09,-0.1,0.13,repos
5587365,-1.63,0.32,-11.27,-0.1,-0.07,0.13,repos
5587379,-1.52,0.29,-11.3,-0.12,-0.03,0.14,repos
5587393,-1.49,0.28,-11.28,-0.13,-0.03,0.15,repos
5587407,-1.44,0.26,-11.26,-0.14,-0.04,0.16,repos
5587421,-1.47,0.31,-11.32,-0.14,-0.06,0.17,repos
5587435,-1.68,0.35,-11.44,-0.14,-0.07,0.17,repos
5587449,-1.74,0.34,-11.46,-0.14,-0.06,0.17,repos
5587463,-1.75,0.48,-11.45,-0.13,-0.05,0.17,repos
5587477,-1.81,0.57,-11.5,-0.11,-0.06,0.16,repos
5587491,-1.86,0.67,-11.29,-0.08,-0.07,0.16,repos
5587505,-1.97,0.68,-11.18,-0.07,-0.13,0.16,repos
5587519,-2.23,0.5,-11.06,-0.05,-0.18,0.16,repos
5587533,-2.42,0.4,-11.04,-0.03,-0.23,0.16,repos
5587547,-2.48,0.49,-10.93,0.0,-0.3,0.16,repos
5587561,-2.72,0.51,-10.73,0.03,-0.37,0.15,repos
5587575,-2.84,0.61,-10.68,0.06,-0.41,0.13,repos
5587589,-2.91,0.65,-10.55,0.09,-0.46,0.1,repos
5587603,-3.08,0.58,-10.52,0.1,-0.5,0.05,repos
5587617,-3.01,0.62,-10.38,0.1,-0.48,-0.0,repos
5587631,-2.91,0.72,-10.19,0.09,-0.48,-0.05,repos
5587645,-2.82,0.76,-10.01,0.07,-0.47,-0.08,repos
5587659,-2.64,0.85,-9.92,0.04,-0.49,-0.11,repos
5587673,-2.66,0.65,-9.98,0.0,-0.47,-0.13,repos
5587687,-2.46,0.66,-10.16,-0.03,-0.46,-0.15,repos
5587701,-2.34,0.64,-10.2,-0.06,-0.46,-0.15,repos
5587715,-2.35,0.66,-10.26,-0.08,-0.46,-0.14,repos
5587729,-2.34,0.73,-10.34,-0.1,-0.46,-0.12,repos
5587743,-2.42,0.7,-10.42,-0.12,-0.47,-0.1,repos
5587757,-2.46,0.74,-10.64,-0.14,-0.45,-0.08,repos
5587771,-2.57,0.74,-10.82,-0.16,-0.44,-0.06,repos
5587785,-2.49,0.66,-10.97,-0.17,-0.39,-0.04,repos
5587799,-2.57,0.72,-11.05,-0.18,-0.38,-0.02,repos
5587813,-2.56,0.65,-11.3,-0.2,-0.35,0.01,repos
5587827,-2.64,0.69,-11.6,-0.2,-0.32,0.04,repos
5587841,-2.76,0.69,-11.99,-0.17,-0.3,0.08,repos
5587855,-2.9,0.77,-12.17,-0.12,-0.31,0.12,repos
5587869,-3.11,0.87,-12.69,-0.03,-0.33,0.15,repos
5587883,-3.13,0.94,-12.61,0.07,-0.31,0.19,repos
5587897,-3.31,0.92,-12.19,0.16,-0.34,0.2,repos
5587911,-3.56,0.81,-11.47,0.2,-0.35,0.2,repos
5587925,-3.88,0.77,-10.88,0.17,-0.28,0.17,repos
5587939,-4.1,0.74,-10.44,0.1,-0.14,0.13,repos
5587953,-3.94,0.73,-10.28,0.0,0.07,0.08,repos
5587967,-3.65,0.86,-10.74,-0.1,0.27,0.04,repos
5587981,-3.16,0.92,-11.46,-0.14,0.54,0.02,repos
5587995,-2.51,0.81,-12.01,-0.11,0.62,0.01,repos
5588009,-2.19,0.81,-11.83,-0.07,0.6,0.03,repos
5588023,-2.29,0.77,-11.21,-0.04,0.54,0.05,repos
5588037,-2.29,0.84,-10.75,-0.04,0.43,0.07,repos
5588051,-2.58,0.95,-10.62,-0.05,0.34,0.09,repos
5588065,-3.05,1.08,-10.58,-0.06,0.38,0.11,repos
5588079,-3.01,1.14,-10.68,-0.07,0.47,0.11,repos
5588093,-3.25,1.26,-10.93,-0.06,0.58,0.1,repos
5588107,-2.85,1.22,-10.94,-0.05,0.58,0.08,repos
5588121,-2.48,1.24,-10.96,-0.03,0.48,0.07,repos
5588135,-2.28,1.32,-10.91,-0.01,0.34,0.07,repos
5588149,-2.38,1.19,-10.77,0.02,0.24,0.07,repos
5588163,-2.53,1.14,-10.86,0.02,0.28,0.07,repos
5588177,-2.37,1.05,-11.04,0.03,0.31,0.06,repos
5588191,-2.42,0.99,-10.96,0.03,0.29,0.06,repos
5588205,-2.2,0.96,-10.94,0.02,0.25,0.05,repos
5588219,-2.17,0.93,-10.88,0.01,0.16,0.05,repos
5588233,-2.68,0.89,-10.87,0.0,0.21,0.06,repos
5588247,-2.52,0.82,-11.02,-0.01,0.2,0.05,repos
5588261,-2.65,0.84,-11.02,-0.01,0.21,0.06,repos
5588275,-2.48,0.76,-11.07,-0.02,0.23,0.05,repos
5588289,-2.41,0.84,-11.08,-0.03,0.21,0.04,repos
5588303,-2.32,0.89,-11.06,-0.03,0.23,0.03,repos
5588317,-2.24,0.95,-11.08,-0.04,0.21,0.03,repos
5588331,-2.31,1.05,-11.01,-0.04,0.22,0.03,repos
5588345,-2.26,1.14,-10.94,-0.04,0.19,0.02,repos
5588359,-2.16,1.14,-10.91,-0.04,0.16,0.01,repos
5588373,-2.3,1.2,-11.08,-0.05,0.15,0.0,repos
5588387,-2.15,1.23,-11.05,-0.04,0.17,-0.01,repos
5588401,-2.17,1.32,-11.02,-0.04,0.18,-0.02,repos
5588415,-2.08,1.26,-11.08,-0.04,0.18,-0.03,repos
5588429,-1.93,1.29,-10.95,-0.04,0.15,-0.03,repos
5588443,-1.78,1.24,-11.03,-0.03,0.1,-0.03,repos
5588457,-1.79,1.22,-11.03,-0.03,0.06,-0.02,repos
5588471,-1.92,1.25,-11.07,-0.02,0.04,-0.01,repos
5588485,-2.1,1.24,-11.0,-0.01,0.04,-0.0,repos
5588499,-2.06,1.25,-11.05,-0.0,0.05,0.0,repos
5588513,-2.1,1.19,-11.06,0.01,0.07,0.01,repos
5588527,-2.1,1.23,-11.02,0.02,0.08,0.01,repos
5588541,-2.03,1.17,-11.05,0.02,0.07,0.01,repos
5588555,-1.99,1.16,-11.05,0.01,0.05,0.01,repos
5588569,-2.1,1.14,-11.06,0.01,0.05,0.01,repos
5588583,-2.07,1.15,-11.11,0.0,0.06,0.0,repos
5588597,-2.1,1.13,-11.04,-0.0,0.06,-0.01,repos
5588611,-2.14,1.14,-11.08,-0.01,0.07,-0.01,repos
5588625,-2.02,1.14,-11.07,-0.01,0.06,-0.02,repos
5588639,-2.01,1.18,-11.02,-0.01,0.04,-0.02,repos
5588653,-2.05,1.18,-11.02,-0.01,0.04,-0.01,repos
5588667,-1.97,1.14,-11.04,-0.0,0.03,-0.01,repos
5588681,-2.0,1.18,-11.04,-0.0,0.01,-0.0,repos
5588695,-2.1,1.18,-11.04,0.01,0.02,0.0,repos
5588709,-2.12,1.18,-11.05,0.01,0.04,0.01,repos
5588723,-2.12,1.19,-11.08,0.02,0.07,0.01,repos
5588737,-2.08,1.21,-11.07,0.03,0.08,0.01,repos
5588751,-2.02,1.2,-11.03,0.03,0.07,0.0,repos
5588765,-1.99,1.23,-11.02,0.03,0.07,0.0,repos
5588779,-2.01,1.24,-10.98,0.03,0.04,0.0,repos
5588793,-1.99,1.19,-11.02,0.03,0.03,-0.0,repos
5588807,-2.05,1.19,-11.14,0.02,0.03,-0.0,repos
5588821,-2.04,1.18,-11.07,0.02,0.05,-0.01,repos
5588835,-2.09,1.16,-11.12,0.01,0.06,-0.01,repos
5588849,-2.04,1.13,-11.08,0.01,0.05,-0.02,repos
5588863,-1.96,1.18,-11.02,0.0,0.04,-0.02,repos
5588877,-1.9,1.18,-11.0,0.0,0.01,-0.01,repos
5588891,-2.06,1.21,-11.05,0.01,0.0,-0.0,repos
5588905,-2.09,1.19,-11.05,0.02,0.02,0.01,repos
5588919,-2.01,1.23,-11.05,0.02,0.03,0.01,repos
5588933,-2.1,1.22,-11.04,0.03,0.04,0.02,repos
5588947,-2.11,1.19,-11.05,0.03,0.03,0.02,repos
5588961,-2.07,1.15,-11.06,0.04,0.03,0.02,repos
5588975,-2.03,1.15,-11.06,0.04,0.02,0.02,repos
5588989,-2.04,1.12,-11.06,0.04,0.01,0.02,repos
5589003,-1.97,1.09,-11.06,0.03,0.01,0.02,repos
5589017,-1.92,1.16,-11.01,0.03,-0.01,0.02,repos
5589031,-2.11,1.16,-11.02,0.03,-0.02,0.02,repos
5589045,-2.15,1.15,-11.02,0.03,-0.01,0.01,repos
5589059,-2.22,1.18,-11.08,0.03,0.01,0.01,repos
5589073,-2.25,1.12,-11.07,0.03,0.05,0.01,repos
5589087,-2.2,1.14,-11.01,0.02,0.07,-0.0,repos
5589101,-2.08,1.13,-11.03,0.02,0.07,-0.0,repos
5589115,-2.04,1.16,-10.98,0.02,0.05,-0.0,repos
5589129,-2.04,1.15,-11.02,0.01,0.04,0.0,repos
5589143,-1.97,1.12,-11.01,0.01,0.01,0.01,repos
5589157,-1.99,1.15,-11.0,0.01,-0.01,0.01,repos
5589171,-2.09,1.12,-11.06,0.01,-0.01,0.01,repos
5589185,-2.25,1.11,-11.13,0.01,0.01,0.01,repos
5589199,-2.23,1.16,-11.15,0.01,0.04,-0.0,repos
5589213,-2.22,1.18,-11.08,0.01,0.07,-0.01,repos
5589227,-2.15,1.18,-11.07,0.0,0.08,-0.02,repos
5589241,-1.95,1.13,-11.06,0.0,0.08,-0.03,repos
5589255,-1.89,1.16,-11.06,0.0,0.04,-0.02,repos
5589269,-1.92,1.11,-11.04,0.0,0.01,-0.02,repos
5589283,-1.93,1.15,-11.09,0.0,-0.01,-0.01,repos
5589297,-2.08,1.19,-11.09,0.0,0.01,-0.0,repos
5589311,-2.2,1.2,-11.11,-0.0,0.03,0.0,repos
5589325,-2.1,1.17,-11.18,0.01,0.06,0.0,repos
5589339,-2.02,1.19,-11.04,0.01,0.06,-0.0,repos
5589353,-2.05,1.12,-11.07,0.01,0.04,-0.0,repos
5589367,-1.89,1.14,-11.12,0.01,0.02,-0.01,repos
5589381,-2.04,1.17,-11.11,0.02,-0.01,-0.0,repos
5589395,-2.15,1.17,-11.14,0.02,0.0,-0.01,repos
5589409,-2.35,1.14,-11.13,0.03,0.05,-0.01,repos
5589423,-2.29,1.09,-11.17,0.03,0.1,-0.02,repos
5589437,-2.09,1.09,-11.34,0.04,0.12,-0.03,repos
5589451,-1.9,1.04,-11.36,0.05,0.09,-0.02,repos
5589465,-1.73,1.04,-11.43,0.06,0.04,-0.02,repos
5589479,-2.06,1.08,-11.37,0.07,-0.03,-0.02,repos
5589493,-2.32,0.99,-11.17,0.08,-0.02,-0.03,repos
5589507,-2.57,1.03,-11.12,0.07,0.02,-0.05,repos
5589521,-2.68,0.98,-11.24,0.06,0.14,-0.08,repos
5589535,-2.7,0.91,-11.27,0.05,0.28,-0.11,repos
5589549,-2.21,0.82,-11.36,0.04,0.35,-0.13,repos
5589563,-2.19,0.87,-11.46,0.04,0.35,-0.14,repos
5589577,-1.8,0.84,-11.44,0.05,0.31,-0.14,repos
5589591,-1.75,0.81,-11.35,0.06,0.24,-0.14,repos
5589605,-1.68,0.8,-11.43,0.06,0.16,-0.14,repos
5589619,-1.66,0.82,-11.48,0.07,0.11,-0.13,repos
5589633,-1.87,0.78,-11.57,0.09,0.12,-0.12,repos
5589647,-1.89,0.86,-11.58,0.11,0.1,-0.12,repos
5589661,-1.96,0.88,-11.67,0.14,0.09,-0.13,repos
5589675,-1.85,0.87,-11.76,0.17,0.1,-0.13,repos
5589689,-1.98,0.79,-11.78,0.2,0.09,-0.13,repos
5589703,-1.96,0.75,-11.87,0.23,0.09,-0.14,repos
5589717,-1.92,0.69,-11.92,0.26,0.11,-0.14,repos
5589731,-2.01,0.6,-11.8,0.28,0.16,-0.14,repos
5589745,-1.94,0.48,-11.74,0.29,0.2,-0.15,repos
5589759,-1.78,0.53,-11.81,0.3,0.23,-0.15,repos
5589773,-1.76,0.5,-11.77,0.31,0.27,-0.15,repos
5589787,-1.68,0.48,-11.65,0.32,0.28,-0.15,repos
5589801,-1.62,0.43,-11.48,0.32,0.27,-0.15,repos
5589815,-1.55,0.42,-11.36,0.31,0.26,-0.14,repos
5589829,-1.58,0.42,-11.41,0.3,0.25,-0.14,repos
5589843,-1.6,0.45,-11.43,0.3,0.25,-0.14,repos
5589857,-1.63,0.41,-11.46,0.3,0.23,-0.14,repos
5589871,-1.66,0.37,-11.39,0.3,0.23,-0.14,repos
5589885,-1.63,0.3,-11.4,0.3,0.24,-0.14,repos
5589899,-1.58,0.22,-11.41,0.3,0.26,-0.15,repos
5589913,-1.71,0.19,-11.41,0.3,0.3,-0.15,repos
5589927,-1.57,0.11,-11.38,0.3,0.35,-0.16,repos
5589941,-1.48,0.03,-11.33,0.29,0.36,-0.16,repos
5589955,-1.44,0.0,-11.31,0.28,0.36,-0.17,repos
5589969,-1.29,-0.02,-11.27,0.26,0.35,-0.17,repos
5589983,-1.38,-0.03,-11.37,0.26,0.33,-0.18,repos
5589997,-1.27,-0.03,-11.33,0.25,0.32,-0.18,repos
5590011,-1.36,0.01,-11.33,0.24,0.33,-0.18,repos
5590025,-1.43,-0.04,-11.25,0.24,0.4,-0.18,repos
5590039,-1.29,-0.13,-11.15,0.24,0.45,-0.17,repos
5590053,-1.06,-0.09,-11.25,0.24,0.45,-0.17,repos
5590067,-1.0,-0.08,-11.21,0.24,0.4,-0.17,repos
5590081,-0.93,-0.17,-11.23,0.24,0.34,-0.17,repos
5590095,-0.9,-0.17,-11.16,0.23,0.28,-0.17,repos
5590109,-0.99,-0.15,-11.28,0.23,0.24,-0.17,repos
5590123,-1.05,-0.15,-11.23,0.23,0.27,-0.17,repos
5590137,-1.04,-0.25,-11.15,0.23,0.3,-0.16,repos
5590151,-0.92,-0.31,-11.11,0.21,0.34,-0.16,repos
5590165,-0.78,-0.33,-11.14,0.2,0.36,-0.15,repos
5590179,-0.59,-0.32,-11.18,0.2,0.36,-0.15,repos
5590193,-0.59,-0.37,-11.09,0.19,0.32,-0.14,repos
5590207,-0.6,-0.33,-11.11,0.18,0.31,-0.13,repos
5590221,-0.57,-0.38,-11.1,0.17,0.28,-0.12,repos
5590235,-0.48,-0.28,-11.19,0.16,0.26,-0.12,repos
5590249,-0.57,-0.3,-11.18,0.16,0.24,-0.11,repos
5590263,-0.6,-0.35,-11.09,0.16,0.28,-0.11,repos
5590277,-0.56,-0.49,-11.07,0.15,0.3,-0.1,repos
5590291,-0.31,-0.51,-11.18,0.15,0.31,-0.09,repos
5590305,-0.11,-0.54,-11.13,0.15,0.27,-0.08,repos
5590319,-0.17,-0.54,-11.17,0.16,0.22,-0.07,repos
5590333,-0.22,-0.62,-11.14,0.16,0.21,-0.05,repos
5590347,-0.2,-0.58,-11.14,0.16,0.2,-0.04,repos
